gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months,has-issue-in-first-10k
Female,AVA,HOBBS,2019-11-01,2019,Manufacturer_5,diesel,2020,2020-01-03,1,19278,2,False
Female,MADISON,BURCH,2019-10-01,2019,Manufacturer_4,petrol,2020,2020-03-17,1,18646,5,False
Male,NATHAN,RICHARDSON,2006-03-01,2006,Manufacturer_2,diesel,2012,2012-09-08,6,50952,78,False
Male,MATTHEW,SMITH,2010-01-01,2010,Manufacturer_2,diesel,2011,2011-03-14,1,12100,14,False
Female,SAMANTHA,BOOKER,2013-08-01,2013,Manufacturer_3,diesel,2020,2020-09-06,7,77805,85,False
Male,JULIAN,LARA,2009-03-01,2009,Manufacturer_2,diesel,2012,2012-01-07,3,55770,34,False
Female,ALEXA,BOWEN,2015-06-01,2015,Manufacturer_5,diesel,2019,2019-05-01,4,60592,47,False
Male,ANGEL,TAYLOR,2009-07-01,2009,Manufacturer_1,petrol,2016,2016-02-21,7,120743,79,False
Male,JACOB,BROWNING,2012-07-01,2012,Manufacturer_4,diesel,2016,2016-04-07,4,86128,45,False
Female,MELANIE,REID,2013-09-01,2013,Manufacturer_5,petrol,2020,2020-10-25,7,126917,85,False
Female,VANESSA,BARNES,2012-11-01,2012,Manufacturer_5,diesel,2015,2015-01-18,3,15420,26,False
Male,DYLAN,RICHARD,2015-09-01,2015,Manufacturer_3,diesel,2020,2020-10-07,5,48030,61,False
Male,ADRIAN,BALL,2017-01-01,2017,Manufacturer_2,petrol,2020,2020-03-08,3,31158,38,False
Female,ABIGAIL,LI,2013-06-01,2013,Manufacturer_5,petrol,2020,2020-06-14,7,95865,84,False
Male,MASON,BOONE,2008-01-01,2008,Manufacturer_2,petrol,2010,2010-12-20,2,27362,35,False
Female,MADISON,WARREN,2015-04-01,2015,Manufacturer_2,diesel,2020,2020-08-24,5,24270,64,False
Male,RYAN,MCGUIRE,2008-07-01,2008,Manufacturer_1,petrol,2017,2017-03-03,9,134613,104,False
Male,LUCAS,BAKER,2006-01-01,2006,Manufacturer_4,diesel,2013,2013-05-11,7,105189,88,False
Male,ANTHONY,BRADLEY,2006-12-01,2006,Manufacturer_3,petrol,2013,2013-01-09,7,41552,73,False
Male,MICHAEL,MAYER,2010-05-01,2010,Manufacturer_2,petrol,2011,2011-09-17,1,20551,16,False
Male,ISAAC,OLIVER,2005-02-01,2005,Manufacturer_1,petrol,2012,2012-07-17,7,52899,89,False
Male,BENJAMIN,COCHRAN,2011-03-01,2011,Manufacturer_4,petrol,2014,2014-12-10,3,22854,45,False
Female,ASHLEY,BEST,2009-05-01,2009,Manufacturer_2,petrol,2010,2010-05-04,1,5182,12,True
Male,JULIAN,MONTGOMERY,2017-11-01,2017,Manufacturer_1,petrol,2020,2020-11-17,3,56739,36,False
Female,ASHLEY,GATES,2016-05-01,2016,Manufacturer_1,petrol,2020,2020-06-12,4,91568,49,False
Female,SOPHIA,PINEDA,2013-01-01,2013,Manufacturer_1,diesel,2020,2020-02-12,7,114317,85,False
Female,ALEXIS,HEATH,2010-07-01,2010,Manufacturer_3,diesel,2019,2019-07-08,9,78867,108,False
Female,ALYSSA,WYATT,2005-06-01,2005,Manufacturer_4,diesel,2009,2009-10-19,4,43520,52,False
Male,SEBASTIAN,PARRISH,2017-10-01,2017,Manufacturer_1,diesel,2019,2019-12-17,2,34454,26,False
Female,SAMANTHA,REID,2018-08-01,2018,Manufacturer_2,petrol,2020,2020-05-18,2,37594,21,False
Male,JONATHAN,BURNETT,2012-01-01,2012,Manufacturer_5,petrol,2018,2018-09-06,6,139122,80,False
Male,MATTHEW,YODER,2005-10-01,2005,Manufacturer_2,petrol,2013,2013-03-22,8,66536,89,False
Female,VANESSA,HENSON,2011-04-01,2011,Manufacturer_3,diesel,2013,2013-07-04,2,11822,27,False
Male,JAMES,ODOM,2009-08-01,2009,Manufacturer_1,petrol,2016,2016-03-25,7,75145,79,False
Male,JONATHAN,RUSH,2016-09-01,2016,Manufacturer_1,petrol,2020,2020-11-24,4,40868,50,False
Female,JASMINE,HALE,2015-08-01,2015,Manufacturer_4,petrol,2017,2017-01-20,2,22810,17,False
Male,JOSE,FOX,2017-10-01,2017,Manufacturer_1,diesel,2019,2019-03-10,2,14204,17,False
Male,CHRISTOPHER,CHRISTENSEN,2008-09-01,2008,Manufacturer_4,diesel,2009,2009-01-23,1,18562,4,False
Male,ANDREW,MIDDLETON,2016-09-01,2016,Manufacturer_5,diesel,2020,2020-04-03,4,27932,43,False
Female,ARIA,GEORGE,2014-07-01,2014,Manufacturer_4,petrol,2020,2020-12-09,6,51888,77,False
Male,DANIEL,HARMON,2019-04-01,2019,Manufacturer_1,petrol,2020,2020-11-09,1,9886,19,True
Female,EMILY,POWERS,2013-12-01,2013,Manufacturer_1,diesel,2020,2020-03-05,7,112371,75,False
Female,CHARLOTTE,RAYMOND,2018-07-01,2018,Manufacturer_1,diesel,2019,2019-01-17,1,24742,6,False
Female,EMMA,BLAIR,2013-08-01,2013,Manufacturer_3,diesel,2020,2020-02-14,7,131838,78,False
Male,ANTHONY,HARRIS,2008-10-01,2008,Manufacturer_4,diesel,2009,2009-11-23,1,16026,13,False
Female,MADISON,BRAVO,2018-12-01,2018,Manufacturer_2,diesel,2020,2020-09-07,2,31678,21,False
Female,EVELYN,MARTINEZ,2014-06-01,2014,Manufacturer_3,petrol,2020,2020-09-22,6,70512,75,False
Male,ANDREW,NOBLE,2018-01-01,2018,Manufacturer_4,diesel,2020,2020-02-20,2,23674,25,False
Female,SOFIA,BRADY,2009-06-01,2009,Manufacturer_1,diesel,2012,2012-02-14,3,36243,32,False
Male,RYAN,MEYERS,2011-06-01,2011,Manufacturer_3,petrol,2017,2017-07-03,6,104736,73,False
Female,GRACE,GRAVES,2008-10-01,2008,Manufacturer_5,diesel,2010,2010-09-21,2,40032,23,False
Male,ANTHONY,DANIELS,2005-04-01,2005,Manufacturer_3,diesel,2013,2013-11-03,8,102984,103,False
Female,NATALIE,FRANCIS,2010-10-01,2010,Manufacturer_5,petrol,2017,2017-01-03,7,103159,75,False
Male,DYLAN,RICE,2014-11-01,2014,Manufacturer_1,petrol,2020,2020-09-11,6,136782,70,False
Male,MICHAEL,ATKINS,2010-02-01,2010,Manufacturer_4,petrol,2019,2019-03-01,9,131409,109,False
Male,KEVIN,MASON,2009-02-01,2009,Manufacturer_3,petrol,2018,2018-03-15,9,213210,109,False
Female,EMILY,KLEIN,2010-11-01,2010,Manufacturer_3,petrol,2018,2018-06-24,8,124080,91,False
Female,MIA,KERR,2013-09-01,2013,Manufacturer_1,diesel,2020,2020-11-14,7,118650,86,False
Female,SAMANTHA,ROACH,2006-07-01,2006,Manufacturer_4,petrol,2013,2013-04-08,7,80423,81,False
Male,AIDEN,NOLAN,2015-06-01,2015,Manufacturer_4,petrol,2020,2020-11-02,5,40150,65,False
Female,ELIZABETH,MARTINEZ,2007-01-01,2007,Manufacturer_2,petrol,2008,2008-09-02,1,4141,20,True
Female,ZOE,HAWKINS,2007-12-01,2007,Manufacturer_4,petrol,2011,2011-12-09,4,19704,48,False
Male,JAMES,KIRK,2009-05-01,2009,Manufacturer_2,diesel,2012,2012-10-02,3,19593,41,False
Male,ETHAN,SHELTON,2017-06-01,2017,Manufacturer_5,petrol,2020,2020-07-24,3,16056,37,False
Female,VICTORIA,CANTU,2012-04-01,2012,Manufacturer_3,petrol,2020,2020-10-19,8,132624,102,False
Male,CHRISTIAN,BALDWIN,2018-04-01,2018,Manufacturer_5,petrol,2019,2019-04-06,1,8575,12,True
Male,JOSHUA,RAY,2013-06-01,2013,Manufacturer_1,petrol,2018,2018-12-07,5,46450,66,False
Female,AUDREY,POLLARD,2017-03-01,2017,Manufacturer_2,petrol,2020,2020-10-09,3,69894,43,False
Female,VICTORIA,BARRON,2009-09-01,2009,Manufacturer_3,diesel,2016,2016-01-05,7,48720,76,False
Female,GRACE,PATEL,2016-10-01,2016,Manufacturer_1,petrol,2017,2017-12-19,1,20608,14,False
Male,ISAAC,HANSEN,2011-12-01,2011,Manufacturer_2,diesel,2015,2015-09-14,4,78364,45,False
Male,JAYDEN,HALL,2006-08-01,2006,Manufacturer_4,petrol,2008,2008-08-23,2,21340,24,False
Male,AIDEN,PRESTON,2013-08-01,2013,Manufacturer_4,petrol,2015,2015-01-10,2,44432,17,False
Female,EVELYN,SHARP,2006-06-01,2006,Manufacturer_4,petrol,2009,2009-11-17,3,12249,41,False
Male,JULIAN,ROACH,2007-02-01,2007,Manufacturer_4,petrol,2014,2014-04-21,7,150843,86,False
Male,MICHAEL,MIRANDA,2012-10-01,2012,Manufacturer_1,diesel,2020,2020-12-24,8,39248,98,False
Male,NOAH,NEWTON,2014-12-01,2014,Manufacturer_3,petrol,2016,2016-08-16,2,13156,20,False
Male,NOAH,DANIEL,2011-06-01,2011,Manufacturer_3,diesel,2013,2013-10-07,2,43108,28,False
Male,GABRIEL,ZAVALA,2008-03-01,2008,Manufacturer_1,diesel,2014,2014-03-07,6,48270,72,False
Female,JOCELYN,COMPTON,2011-11-01,2011,Manufacturer_1,petrol,2018,2018-12-17,7,88452,85,False
Female,SOPHIA,RICHMOND,2012-04-01,2012,Manufacturer_5,diesel,2019,2019-10-08,7,71974,90,False
Male,ANDREW,HANCOCK,2018-02-01,2018,Manufacturer_4,petrol,2020,2020-06-25,2,20400,28,False
Female,AVA,GARDNER,2011-12-01,2011,Manufacturer_5,diesel,2016,2016-12-25,5,109555,60,False
Female,OLIVIA,LU,2007-12-01,2007,Manufacturer_5,diesel,2014,2014-06-04,7,46879,78,False
Male,JAYDEN,HUFF,2008-05-01,2008,Manufacturer_2,diesel,2013,2013-05-13,5,77555,60,False
Male,ETHAN,WHITE,2015-04-01,2015,Manufacturer_4,diesel,2018,2018-10-18,3,27531,42,False
Male,ETHAN,HOWELL,2006-10-01,2006,Manufacturer_2,petrol,2007,2007-01-22,1,14235,3,False
Male,LIAM,VILLANUEVA,2007-05-01,2007,Manufacturer_2,petrol,2010,2010-01-17,3,27063,32,False
Female,SOFIA,HOBBS,2015-09-01,2015,Manufacturer_3,petrol,2020,2020-09-16,5,93665,60,False
Female,AUDREY,OLSEN,2017-09-01,2017,Manufacturer_3,diesel,2020,2020-11-09,3,15258,38,False
Female,ABIGAIL,MOORE,2005-07-01,2005,Manufacturer_3,petrol,2009,2009-05-01,4,27544,46,False
Female,ALEXIS,BERNAL,2018-03-01,2018,Manufacturer_3,diesel,2020,2020-04-15,2,30918,25,False
Female,MELANIE,JARAMILLO,2012-06-01,2012,Manufacturer_2,petrol,2020,2020-08-19,8,90712,98,False
Female,OLIVIA,LYNCH,2006-10-01,2006,Manufacturer_3,petrol,2015,2015-03-11,9,119538,101,False
Male,BRANDON,CRUZ,2010-08-01,2010,Manufacturer_1,diesel,2016,2016-05-17,6,138324,69,False
Male,SEBASTIAN,MOODY,2015-02-01,2015,Manufacturer_4,diesel,2019,2019-08-14,4,96456,54,False
Female,ALYSSA,MENDEZ,2006-02-01,2006,Manufacturer_3,diesel,2012,2012-09-22,6,53916,79,False
Female,MIA,BUCKLEY,2013-01-01,2013,Manufacturer_4,diesel,2014,2014-11-07,1,9808,22,True
Male,RYAN,HUANG,2010-09-01,2010,Manufacturer_5,petrol,2013,2013-10-19,3,13761,37,False
Female,ALLISON,ROCHA,2014-01-01,2014,Manufacturer_5,diesel,2015,2015-10-10,1,11253,21,False
Male,ALEXANDER,HOWE,2019-05-01,2019,Manufacturer_2,petrol,2020,2020-11-22,1,23543,18,False
Female,SOFIA,MONTOYA,2006-02-01,2006,Manufacturer_3,petrol,2014,2014-03-16,8,36896,97,False
Female,SOPHIA,WIGGINS,2011-11-01,2011,Manufacturer_3,petrol,2014,2014-02-13,3,41157,27,False
Female,PENELOPE,BRENNAN,2014-10-01,2014,Manufacturer_5,petrol,2020,2020-05-08,6,94524,67,False
Female,AUDREY,DODSON,2016-02-01,2016,Manufacturer_5,petrol,2020,2020-08-06,4,48820,54,False
Female,EMMA,KING,2005-11-01,2005,Manufacturer_3,petrol,2009,2009-02-09,4,34448,39,False
Male,JONATHAN,PAGE,2011-11-01,2011,Manufacturer_5,petrol,2013,2013-11-23,2,10888,24,False
Female,MADISON,GOOD,2016-11-01,2016,Manufacturer_1,diesel,2020,2020-10-19,4,84548,47,False
Female,SAMANTHA,PEARSON,2008-07-01,2008,Manufacturer_5,petrol,2016,2016-03-07,8,137544,92,False
Male,ANTHONY,MERCADO,2008-12-01,2008,Manufacturer_4,diesel,2013,2013-03-05,5,77980,51,False
Female,ANDREA,BRENNAN,2007-09-01,2007,Manufacturer_3,diesel,2015,2015-08-03,8,56416,95,False
Male,JULIAN,LEE,2017-01-01,2017,Manufacturer_2,petrol,2020,2020-05-06,3,32781,40,False
Female,ABIGAIL,RODRIGUEZ,2010-01-01,2010,Manufacturer_4,petrol,2015,2015-11-07,5,96340,70,False
Female,EMILY,DEAN,2009-11-01,2009,Manufacturer_4,petrol,2018,2018-09-08,9,172818,106,False
Male,JOSE,BARRERA,2008-03-01,2008,Manufacturer_4,diesel,2010,2010-06-05,2,26006,27,False
Female,VICTORIA,CROSBY,2014-09-01,2014,Manufacturer_5,petrol,2016,2016-05-15,2,24370,20,False
Female,EMILY,EATON,2017-03-01,2017,Manufacturer_4,diesel,2020,2020-03-12,3,41376,36,False
Female,CHLOE,STRONG,2012-10-01,2012,Manufacturer_4,diesel,2015,2015-05-11,3,40899,31,False
Male,NOAH,CABRERA,2011-10-01,2011,Manufacturer_5,petrol,2016,2016-08-17,5,70315,58,False
Male,OLIVER,BOWERS,2006-05-01,2006,Manufacturer_2,petrol,2010,2010-01-01,4,69260,44,False
Male,JOSEPH,DURAN,2008-03-01,2008,Manufacturer_1,petrol,2015,2015-01-04,7,146440,82,False
Female,BRIANNA,BAILEY,2010-12-01,2010,Manufacturer_2,diesel,2011,2011-09-25,1,9016,9,True
Male,ISAAC,BRAVO,2019-07-01,2019,Manufacturer_5,petrol,2020,2020-05-24,1,24319,10,False
Male,ETHAN,BERGER,2012-02-01,2012,Manufacturer_3,diesel,2014,2014-02-22,2,46194,24,False
Male,ANDREW,HICKS,2015-02-01,2015,Manufacturer_3,petrol,2020,2020-06-19,5,53540,64,False
Male,DYLAN,MARSH,2009-07-01,2009,Manufacturer_5,diesel,2012,2012-07-19,3,44913,36,False
Male,SEBASTIAN,ROSE,2010-03-01,2010,Manufacturer_3,diesel,2016,2016-02-04,6,89046,71,False
Female,VICTORIA,PATRICK,2016-10-01,2016,Manufacturer_5,diesel,2020,2020-02-19,4,73604,40,False
Female,EMMA,LIVINGSTON,2016-11-01,2016,Manufacturer_1,petrol,2020,2020-06-20,4,40532,43,False
Female,CHARLOTTE,RILEY,2015-06-01,2015,Manufacturer_1,petrol,2016,2016-10-13,1,13835,16,False
Female,EMMA,ROY,2015-01-01,2015,Manufacturer_5,petrol,2018,2018-12-13,3,50259,47,False
Male,DIEGO,MEDINA,2013-02-01,2013,Manufacturer_4,diesel,2020,2020-11-14,7,85344,93,False
Male,BRANDON,TRAVIS,2019-03-01,2019,Manufacturer_2,diesel,2020,2020-12-06,1,11250,21,False
Female,ASHLEY,MENDEZ,2010-06-01,2010,Manufacturer_1,petrol,2019,2019-10-13,9,201609,112,False
Female,OLIVIA,SERRANO,2012-04-01,2012,Manufacturer_1,diesel,2017,2017-11-14,5,33010,67,False
Male,ALEXANDER,WINTERS,2016-06-01,2016,Manufacturer_3,petrol,2020,2020-03-12,4,83220,45,False
Male,RYAN,GRAHAM,2017-12-01,2017,Manufacturer_4,petrol,2020,2020-03-20,3,48810,27,False
Female,CHLOE,WALL,2006-12-01,2006,Manufacturer_5,diesel,2014,2014-01-08,8,155904,85,False
Female,SOFIA,SANFORD,2017-10-01,2017,Manufacturer_3,petrol,2020,2020-11-03,3,56820,37,False
Female,CAMILA,MEYER,2019-12-01,2019,Manufacturer_3,petrol,2020,2020-10-02,1,14088,10,False
Female,ANGELINA,YOUNG,2007-05-01,2007,Manufacturer_3,diesel,2012,2012-07-10,5,24875,62,False
Male,MASON,GARNER,2015-12-01,2015,Manufacturer_5,diesel,2016,2016-07-24,1,7287,7,True
Male,MICHAEL,LOWERY,2010-03-01,2010,Manufacturer_1,petrol,2012,2012-06-15,2,32700,27,False
Male,OLIVER,PRESTON,2017-04-01,2017,Manufacturer_4,petrol,2020,2020-06-02,3,26892,38,False
Female,ZOE,MARTINEZ,2019-08-01,2019,Manufacturer_2,diesel,2020,2020-12-23,1,11394,16,False
Female,ISABELLA,WONG,2010-06-01,2010,Manufacturer_5,diesel,2019,2019-02-12,9,186228,104,False
Female,NATALIE,TERRY,2014-10-01,2014,Manufacturer_4,petrol,2020,2020-09-08,6,113244,71,False
Female,ALYSSA,REESE,2011-12-01,2011,Manufacturer_3,diesel,2019,2019-10-19,8,146840,94,False
Female,ABIGAIL,HERMAN,2015-12-01,2015,Manufacturer_2,diesel,2018,2018-10-14,3,40467,34,False
Male,DAVID,JARVIS,2005-01-01,2005,Manufacturer_2,diesel,2006,2006-01-16,1,19530,12,False
Male,ANDREW,MATHIS,2018-09-01,2018,Manufacturer_2,petrol,2020,2020-01-01,2,18090,16,False
Male,NATHAN,CAMACHO,2015-12-01,2015,Manufacturer_4,petrol,2016,2016-03-10,1,9584,3,True
Female,SOPHIA,FIGUEROA,2008-06-01,2008,Manufacturer_1,diesel,2013,2013-02-12,5,23485,56,False
Female,CHLOE,VASQUEZ,2019-03-01,2019,Manufacturer_4,diesel,2020,2020-04-12,1,22413,13,False
Male,JONATHAN,PERALTA,2018-03-01,2018,Manufacturer_3,diesel,2020,2020-08-21,2,27090,29,False
Female,OLIVIA,PARRISH,2005-07-01,2005,Manufacturer_2,petrol,2012,2012-03-23,7,71372,80,False
Female,CAMILA,RUSSELL,2012-06-01,2012,Manufacturer_5,petrol,2015,2015-02-03,3,28521,32,False
Female,OLIVIA,MURRAY,2006-08-01,2006,Manufacturer_2,petrol,2010,2010-01-10,4,49584,41,False
Male,ISAAC,PHELPS,2006-10-01,2006,Manufacturer_3,diesel,2008,2008-10-09,2,48922,24,False
Male,ISAAC,BROWN,2005-06-01,2005,Manufacturer_1,petrol,2013,2013-10-02,8,191960,100,False
Female,ANDREA,SCHROEDER,2006-09-01,2006,Manufacturer_5,petrol,2014,2014-09-04,8,73064,96,False
Female,ELIZABETH,HORTON,2014-04-01,2014,Manufacturer_2,petrol,2019,2019-06-07,5,103140,62,False
Female,EMILY,DAVENPORT,2015-12-01,2015,Manufacturer_2,diesel,2019,2019-10-15,4,69776,46,False
Male,JULIAN,ANDERSON,2008-10-01,2008,Manufacturer_4,petrol,2017,2017-10-21,9,141201,108,False
Male,BRANDON,HAHN,2014-11-01,2014,Manufacturer_2,petrol,2020,2020-05-16,6,129990,66,False
Male,CHRISTOPHER,ESPARZA,2007-04-01,2007,Manufacturer_5,petrol,2009,2009-08-22,2,16680,28,False
Male,JACOB,HARDING,2012-12-01,2012,Manufacturer_1,diesel,2015,2015-10-19,3,72036,34,False
Female,VANESSA,ZHANG,2015-07-01,2015,Manufacturer_2,petrol,2019,2019-05-15,4,81072,46,False
Female,KIMBERLY,JONES,2006-08-01,2006,Manufacturer_4,petrol,2009,2009-09-24,3,66375,37,False
Female,LUNA,BENSON,2009-09-01,2009,Manufacturer_5,petrol,2011,2011-09-09,2,19478,24,False
Female,ALYSSA,HARPER,2006-05-01,2006,Manufacturer_4,petrol,2008,2008-12-11,2,32040,31,False
Female,OLIVIA,GOODMAN,2007-11-01,2007,Manufacturer_3,diesel,2008,2008-03-21,1,23932,4,False
Male,WILLIAM,MCCARTY,2018-03-01,2018,Manufacturer_4,diesel,2020,2020-07-21,2,9170,28,True
Female,VALERIA,BYRD,2012-06-01,2012,Manufacturer_4,petrol,2015,2015-07-12,3,33096,37,False
Male,BRANDON,PRESTON,2016-10-01,2016,Manufacturer_4,petrol,2020,2020-10-07,4,64316,48,False
Male,ETHAN,TURNER,2007-04-01,2007,Manufacturer_5,petrol,2014,2014-07-11,7,147623,87,False
Male,DANIEL,WARREN,2014-11-01,2014,Manufacturer_5,petrol,2016,2016-08-06,2,35338,21,False
Male,DANIEL,MATHIS,2007-12-01,2007,Manufacturer_1,diesel,2008,2008-12-15,1,21747,12,False
Female,MIA,LEE,2018-09-01,2018,Manufacturer_4,diesel,2020,2020-08-14,2,44994,23,False
Male,ALEXANDER,PENNINGTON,2015-05-01,2015,Manufacturer_2,diesel,2016,2016-07-13,1,18892,14,False
Female,EVELYN,HESS,2017-09-01,2017,Manufacturer_3,diesel,2020,2020-06-19,3,46935,33,False
Female,AVERY,KELLEY,2016-05-01,2016,Manufacturer_4,diesel,2019,2019-12-24,3,57252,43,False
Female,ABIGAIL,HUNT,2010-03-01,2010,Manufacturer_5,petrol,2018,2018-08-16,8,81440,101,False
Female,VICTORIA,DIXON,2014-03-01,2014,Manufacturer_4,petrol,2018,2018-05-07,4,53624,50,False
Male,DAVID,DAVIDSON,2010-11-01,2010,Manufacturer_3,diesel,2013,2013-08-07,3,72153,33,False
Male,JACOB,WEISS,2006-03-01,2006,Manufacturer_5,diesel,2008,2008-04-14,2,22768,25,False
Male,SEBASTIAN,DENNIS,2015-07-01,2015,Manufacturer_2,petrol,2020,2020-06-16,5,117555,59,False
Male,NATHAN,PERRY,2015-07-01,2015,Manufacturer_1,petrol,2020,2020-09-22,5,38325,62,False
Male,ANDREW,MCDOWELL,2011-05-01,2011,Manufacturer_1,petrol,2016,2016-08-02,5,22305,63,False
Female,CAMILA,PAGE,2008-06-01,2008,Manufacturer_1,diesel,2009,2009-05-25,1,4182,11,True
Male,JOSE,GOULD,2008-09-01,2008,Manufacturer_1,petrol,2015,2015-12-10,7,174699,87,False
Female,BRIANNA,FITZGERALD,2008-02-01,2008,Manufacturer_2,diesel,2009,2009-04-22,1,22520,14,False
Male,AARON,ROMAN,2012-11-01,2012,Manufacturer_2,diesel,2013,2013-02-17,1,4540,3,True
Male,ALEXANDER,MCKEE,2005-10-01,2005,Manufacturer_1,diesel,2011,2011-06-14,6,132540,68,False
Male,MATTHEW,GAINES,2011-03-01,2011,Manufacturer_2,petrol,2016,2016-04-03,5,29335,61,False
Female,OLIVIA,HAMMOND,2015-09-01,2015,Manufacturer_1,petrol,2020,2020-08-08,5,82085,59,False
Female,PENELOPE,GLENN,2014-03-01,2014,Manufacturer_4,petrol,2020,2020-08-08,6,31752,77,False
Male,JOSHUA,HENDRICKS,2015-02-01,2015,Manufacturer_5,diesel,2020,2020-06-24,5,41375,64,False
Female,ALEXA,PUGH,2019-08-01,2019,Manufacturer_3,diesel,2020,2020-03-23,1,20889,7,False
Female,AMELIA,HODGES,2012-06-01,2012,Manufacturer_5,petrol,2013,2013-02-15,1,8354,8,True
Male,MATTHEW,BISHOP,2018-08-01,2018,Manufacturer_1,petrol,2020,2020-09-20,2,15968,25,False
Male,JONATHAN,CHAN,2008-12-01,2008,Manufacturer_3,petrol,2009,2009-05-11,1,20030,5,False
Female,ELLA,HENDERSON,2009-03-01,2009,Manufacturer_5,diesel,2017,2017-04-07,8,39160,97,False
Male,ISAAC,HALEY,2015-03-01,2015,Manufacturer_2,petrol,2020,2020-06-04,5,34230,63,False
Male,JACOB,ROBERTS,2010-05-01,2010,Manufacturer_1,diesel,2014,2014-12-10,4,52848,55,False
Female,MELANIE,BOWERS,2015-06-01,2015,Manufacturer_3,petrol,2020,2020-04-21,5,56735,58,False
Female,ALEXA,TORRES,2009-08-01,2009,Manufacturer_3,petrol,2016,2016-09-13,7,157864,85,False
Female,EVELYN,MADDOX,2007-02-01,2007,Manufacturer_2,petrol,2009,2009-12-22,2,49336,34,False
Male,JAMES,PAYNE,2010-01-01,2010,Manufacturer_1,diesel,2016,2016-09-13,6,141474,80,False
Male,ANGEL,BENNETT,2005-12-01,2005,Manufacturer_5,diesel,2011,2011-01-23,6,110136,61,False
Male,ANDREW,JONES,2017-03-01,2017,Manufacturer_4,petrol,2020,2020-07-22,3,31068,40,False
Female,VICTORIA,JAMES,2008-09-01,2008,Manufacturer_1,diesel,2011,2011-01-07,3,45243,28,False
Male,JAYDEN,STAFFORD,2005-08-01,2005,Manufacturer_3,petrol,2007,2007-02-07,2,13180,18,False
Male,BENJAMIN,CORREA,2011-10-01,2011,Manufacturer_3,diesel,2020,2020-04-24,9,218502,102,False
Male,DANIEL,WALLACE,2015-02-01,2015,Manufacturer_3,petrol,2019,2019-08-14,4,84728,54,False
Male,JOSE,JOHNSTON,2008-02-01,2008,Manufacturer_3,petrol,2016,2016-09-22,8,137232,103,False
Female,AUDREY,GILLESPIE,2012-06-01,2012,Manufacturer_4,petrol,2015,2015-05-01,3,23229,35,False
Male,DIEGO,CHAMBERS,2005-10-01,2005,Manufacturer_2,diesel,2010,2010-09-12,5,79180,59,False
Female,ELIZABETH,ONEILL,2010-12-01,2010,Manufacturer_4,petrol,2014,2014-02-13,4,24068,38,False
Female,HAILEY,COLE,2012-01-01,2012,Manufacturer_5,petrol,2018,2018-06-08,6,33786,77,False
Female,EMMA,SEXTON,2016-12-01,2016,Manufacturer_4,petrol,2017,2017-04-23,1,14630,4,False
Male,CHRISTOPHER,BRYAN,2015-08-01,2015,Manufacturer_2,petrol,2017,2017-07-13,2,49328,23,False
Male,OLIVER,DICKSON,2019-01-01,2019,Manufacturer_5,diesel,2020,2020-12-17,1,18485,23,False
Female,ZOE,SELLERS,2019-10-01,2019,Manufacturer_4,petrol,2020,2020-05-17,1,8155,7,True
Male,OLIVER,PARKS,2017-09-01,2017,Manufacturer_1,diesel,2018,2018-11-22,1,10530,14,False
Male,NATHAN,ZHANG,2007-02-01,2007,Manufacturer_3,petrol,2015,2015-11-03,8,67304,105,False
Female,ASHLEY,HUGHES,2009-04-01,2009,Manufacturer_4,diesel,2016,2016-05-09,7,166292,85,False
Male,ADRIAN,SALAS,2018-10-01,2018,Manufacturer_3,petrol,2020,2020-04-19,2,34016,18,False
Male,NATHAN,CHERRY,2011-04-01,2011,Manufacturer_1,diesel,2012,2012-06-24,1,22668,14,False
Male,ETHAN,LANDRY,2019-05-01,2019,Manufacturer_4,petrol,2020,2020-10-19,1,13053,17,False
Female,AMELIA,PETERSON,2013-01-01,2013,Manufacturer_4,petrol,2017,2017-04-16,4,52412,51,False
Female,HANNAH,BELTRAN,2008-07-01,2008,Manufacturer_5,diesel,2009,2009-08-05,1,19655,13,False
Male,SEBASTIAN,MOSS,2009-01-01,2009,Manufacturer_1,diesel,2018,2018-03-13,9,169713,110,False
Male,NOAH,ACEVEDO,2006-10-01,2006,Manufacturer_2,petrol,2011,2011-08-02,5,77840,58,False
Male,JOSE,ALLEN,2019-02-01,2019,Manufacturer_4,petrol,2020,2020-11-12,1,21907,21,False
Male,CHRISTIAN,HERRING,2016-12-01,2016,Manufacturer_5,petrol,2020,2020-10-12,4,63620,46,False
Female,ABIGAIL,BRADLEY,2016-11-01,2016,Manufacturer_2,petrol,2018,2018-05-18,2,23454,18,False
Male,ETHAN,PETERSEN,2015-01-01,2015,Manufacturer_2,petrol,2018,2018-08-25,3,45876,43,False
Male,DYLAN,BLACKBURN,2016-09-01,2016,Manufacturer_4,diesel,2020,2020-01-03,4,20860,40,False
Male,CHRISTIAN,WATKINS,2017-11-01,2017,Manufacturer_1,petrol,2020,2020-02-20,3,39378,27,False
Male,AARON,DELACRUZ,2019-02-01,2019,Manufacturer_4,diesel,2020,2020-08-23,1,21215,18,False
Female,OLIVIA,NORMAN,2013-05-01,2013,Manufacturer_3,diesel,2014,2014-11-14,1,17819,18,False
Male,JACOB,SWEENEY,2016-09-01,2016,Manufacturer_3,petrol,2020,2020-08-22,4,78764,47,False
