,gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months
241,Male,JULIAN,PUGH,2009-06-01,2009,Manufacturer_2,diesel,2013,2013-12-21,4,117472,54
242,Male,AIDEN,PARSONS,2019-01-01,2019,Manufacturer_5,petrol,2020,2020-09-20,1,29035,20
243,Female,MIA,ENRIQUEZ,2019-10-01,2019,Manufacturer_2,diesel,2020,2020-02-15,1,9871,4
244,Female,SAMANTHA,POWERS,2014-03-01,2014,Manufacturer_2,petrol,2016,2016-02-09,2,38504,23
245,Female,EVELYN,SOSA,2017-04-01,2017,Manufacturer_4,petrol,2020,2020-08-22,3,41721,40
246,Male,MASON,SILVA,2018-06-01,2018,Manufacturer_3,diesel,2020,2020-07-13,2,36894,25
247,Female,PENELOPE,MAHONEY,2015-04-01,2015,Manufacturer_3,petrol,2018,2018-10-17,3,33765,42
248,Male,CHRISTIAN,HOUSE,2009-09-01,2009,Manufacturer_5,petrol,2017,2017-10-04,8,227096,97
249,Female,CHLOE,CALDERON,2019-11-01,2019,Manufacturer_1,petrol,2020,2020-07-03,1,23136,8
250,Male,ETHAN,RICE,2009-12-01,2009,Manufacturer_2,diesel,2017,2017-06-14,8,157984,90
251,Male,DAVID,BLEVINS,2009-04-01,2009,Manufacturer_4,petrol,2016,2016-01-08,7,131663,81
252,Female,ELLA,OLSON,2010-09-01,2010,Manufacturer_1,petrol,2014,2014-06-22,4,35772,45
253,Female,SARAH,FIELDS,2006-02-01,2006,Manufacturer_3,petrol,2010,2010-11-06,4,95780,57
254,Male,CHRISTOPHER,GLOVER,2018-12-01,2018,Manufacturer_2,diesel,2020,2020-10-07,2,31090,22
255,Male,LIAM,PIERCE,2019-10-01,2019,Manufacturer_4,petrol,2020,2020-01-20,1,26720,3
256,Female,CHARLOTTE,GILBERT,2007-03-01,2007,Manufacturer_2,diesel,2008,2008-01-13,1,15276,10
257,Female,AVA,LEWIS,2005-08-01,2005,Manufacturer_2,petrol,2010,2010-04-18,5,85690,56
258,Female,SOFIA,HOUSE,2008-02-01,2008,Manufacturer_1,petrol,2011,2011-08-09,3,31782,42
259,Male,JULIAN,CRAWFORD,2014-02-01,2014,Manufacturer_5,petrol,2015,2015-03-07,1,8728,13
260,Male,MATTHEW,MERCADO,2008-07-01,2008,Manufacturer_4,petrol,2016,2016-07-12,8,211544,96
261,Female,EVELYN,AHMED,2011-08-01,2011,Manufacturer_4,petrol,2016,2016-06-25,5,141510,58
262,Female,CAMILA,VEGA,2017-10-01,2017,Manufacturer_4,diesel,2020,2020-01-19,3,18528,27
263,Female,MIA,BUTLER,2016-06-01,2016,Manufacturer_4,petrol,2020,2020-10-22,4,38028,52
264,Female,ELIZABETH,HUGHES,2013-01-01,2013,Manufacturer_2,diesel,2020,2020-09-08,7,147357,92
265,Male,CHRISTOPHER,RHODES,2017-04-01,2017,Manufacturer_5,diesel,2018,2018-07-20,1,24620,15
266,Male,MATTHEW,PEREZ,2018-12-01,2018,Manufacturer_1,diesel,2019,2019-02-08,1,10870,2
267,Male,MATTHEW,FULLER,2008-01-01,2008,Manufacturer_2,diesel,2012,2012-04-01,4,46524,51
268,Female,AVA,SALAS,2013-01-01,2013,Manufacturer_2,diesel,2016,2016-11-16,3,58716,46
269,Male,ISAAC,LEAL,2007-03-01,2007,Manufacturer_1,petrol,2010,2010-11-19,3,25797,44
270,Male,DIEGO,POOLE,2007-05-01,2007,Manufacturer_1,petrol,2015,2015-12-11,8,238728,103
271,Male,JACOB,BUCK,2016-01-01,2016,Manufacturer_2,diesel,2020,2020-05-04,4,26800,52
272,Female,PENELOPE,JENNINGS,2009-05-01,2009,Manufacturer_2,petrol,2018,2018-11-04,9,243738,114
273,Female,ISABELLA,WOLF,2019-12-01,2019,Manufacturer_5,diesel,2020,2020-02-18,1,9190,2
274,Male,NATHAN,PERALTA,2014-01-01,2014,Manufacturer_2,diesel,2019,2019-03-13,5,95785,62
275,Male,DANIEL,FORD,2015-11-01,2015,Manufacturer_1,diesel,2020,2020-01-23,5,140200,50
276,Male,ETHAN,AVALOS,2017-04-01,2017,Manufacturer_3,diesel,2020,2020-10-19,3,59553,42
277,Female,ELIZABETH,VASQUEZ,2010-07-01,2010,Manufacturer_1,petrol,2011,2011-11-03,1,10632,16
278,Male,LIAM,BLACKBURN,2014-04-01,2014,Manufacturer_2,diesel,2018,2018-03-17,4,100772,47
279,Female,AVA,KERR,2008-09-01,2008,Manufacturer_3,diesel,2010,2010-01-22,2,53514,16
280,Male,ISAAC,MACDONALD,2011-04-01,2011,Manufacturer_2,petrol,2019,2019-12-05,8,65192,104
281,Female,EVELYN,SANDOVAL,2006-02-01,2006,Manufacturer_3,petrol,2015,2015-04-14,9,110538,110
282,Female,CHARLOTTE,BUSH,2018-03-01,2018,Manufacturer_3,petrol,2020,2020-05-20,2,39854,26
283,Female,ELIZABETH,WHEELER,2005-08-01,2005,Manufacturer_4,diesel,2008,2008-06-24,3,72783,34
284,Male,JACOB,MELTON,2017-05-01,2017,Manufacturer_5,diesel,2020,2020-06-10,3,26379,37
285,Male,JAMES,FRANKLIN,2017-08-01,2017,Manufacturer_4,petrol,2020,2020-07-25,3,35556,35
286,Male,ALEXANDER,VAUGHN,2018-06-01,2018,Manufacturer_3,petrol,2020,2020-03-23,2,34266,21
287,Female,EMMA,GOLDEN,2013-01-01,2013,Manufacturer_3,petrol,2020,2020-11-06,7,136353,94
288,Male,JAYDEN,TERRELL,2018-04-01,2018,Manufacturer_4,diesel,2020,2020-03-15,2,47442,23
289,Male,MATTHEW,HODGES,2010-11-01,2010,Manufacturer_2,petrol,2015,2015-04-24,5,54045,53
290,Female,SOFIA,GIBSON,2019-12-01,2019,Manufacturer_4,diesel,2020,2020-11-20,1,16105,11
291,Female,ELIZABETH,MACIAS,2015-01-01,2015,Manufacturer_2,petrol,2020,2020-01-01,5,89150,60
292,Female,ANDREA,CANTU,2014-12-01,2014,Manufacturer_3,diesel,2020,2020-12-10,6,143976,72
293,Female,SOFIA,WADE,2008-01-01,2008,Manufacturer_2,petrol,2017,2017-02-06,9,269514,109
294,Female,SOPHIA,PAUL,2008-09-01,2008,Manufacturer_1,petrol,2011,2011-01-23,3,69153,28
295,Female,EMMA,RAMOS,2007-07-01,2007,Manufacturer_2,petrol,2009,2009-03-19,2,10722,20
296,Male,AIDEN,COCHRAN,2015-01-01,2015,Manufacturer_5,petrol,2020,2020-10-22,5,146050,69
297,Female,KIMBERLY,MCCARTY,2010-01-01,2010,Manufacturer_5,petrol,2018,2018-06-08,8,164592,101
298,Male,RYAN,CHANDLER,2006-02-01,2006,Manufacturer_4,petrol,2013,2013-01-02,7,118510,83
299,Female,ASHLEY,CERVANTES,2006-01-01,2006,Manufacturer_2,diesel,2010,2010-02-09,4,38668,49
300,Male,AIDEN,GEORGE,2019-06-01,2019,Manufacturer_2,diesel,2020,2020-08-11,1,23237,14
301,Male,ANDREW,KLEIN,2015-08-01,2015,Manufacturer_3,diesel,2019,2019-03-18,4,32536,43
302,Male,DANIEL,HAYDEN,2005-11-01,2005,Manufacturer_5,diesel,2013,2013-12-09,8,203648,97
303,Female,GENESIS,WELCH,2013-08-01,2013,Manufacturer_2,diesel,2016,2016-06-08,3,75153,34
304,Male,JACOB,MCFARLAND,2009-05-01,2009,Manufacturer_5,diesel,2011,2011-04-09,2,12840,23
305,Female,MADISON,MURILLO,2014-04-01,2014,Manufacturer_3,petrol,2020,2020-04-02,6,156240,72
306,Female,OLIVIA,BURCH,2010-12-01,2010,Manufacturer_4,diesel,2013,2013-08-09,3,77913,32
307,Female,ELIZABETH,HOWE,2006-09-01,2006,Manufacturer_5,petrol,2008,2008-02-25,2,44436,17
308,Female,AUDREY,RYAN,2018-11-01,2018,Manufacturer_4,petrol,2020,2020-05-18,2,42860,18
309,Female,KIMBERLY,GONZALEZ,2016-04-01,2016,Manufacturer_5,diesel,2018,2018-10-13,2,31940,30
310,Male,BRANDON,DELACRUZ,2016-03-01,2016,Manufacturer_4,diesel,2020,2020-02-21,4,40272,47
311,Male,NATHAN,PATTON,2018-02-01,2018,Manufacturer_4,diesel,2020,2020-03-02,2,46124,25
312,Female,ZOE,MAYO,2017-11-01,2017,Manufacturer_2,diesel,2020,2020-02-24,3,43413,27
313,Female,ALEXIS,MCCARTY,2017-01-01,2017,Manufacturer_4,diesel,2018,2018-11-24,1,21324,22
314,Female,MIA,GUERRA,2006-01-01,2006,Manufacturer_1,diesel,2010,2010-02-09,4,82784,49
315,Male,JOSEPH,WOODS,2007-01-01,2007,Manufacturer_2,diesel,2008,2008-01-09,1,26506,12
316,Female,ANDREA,WILEY,2015-08-01,2015,Manufacturer_3,diesel,2020,2020-02-19,5,106155,54
317,Male,ANGEL,HUTCHINSON,2019-06-01,2019,Manufacturer_1,diesel,2020,2020-04-08,1,12471,10
318,Male,MASON,ESPINOZA,2006-02-01,2006,Manufacturer_2,petrol,2010,2010-02-19,4,91548,48
319,Male,ANGEL,VAUGHAN,2014-06-01,2014,Manufacturer_4,petrol,2018,2018-10-02,4,107500,52
320,Female,EMMA,MORRISON,2008-06-01,2008,Manufacturer_1,petrol,2012,2012-05-16,4,45804,47
321,Female,MIA,SNYDER,2008-04-01,2008,Manufacturer_5,diesel,2015,2015-01-01,7,165886,81
322,Male,JOSE,OCONNELL,2010-06-01,2010,Manufacturer_3,diesel,2019,2019-02-12,9,64926,104
323,Male,ANGEL,CHAMBERS,2007-10-01,2007,Manufacturer_2,petrol,2011,2011-03-01,4,95880,41
324,Male,DANIEL,HANSON,2005-06-01,2005,Manufacturer_5,diesel,2014,2014-02-24,9,76851,104
325,Male,ANTHONY,SHAH,2017-03-01,2017,Manufacturer_5,diesel,2019,2019-01-13,2,11956,22
326,Female,KIMBERLY,POTTS,2009-04-01,2009,Manufacturer_2,diesel,2015,2015-11-21,6,38016,79
327,Female,MADISON,HARMON,2010-06-01,2010,Manufacturer_2,diesel,2016,2016-04-16,6,55110,70
328,Female,ABIGAIL,KNAPP,2011-12-01,2011,Manufacturer_3,petrol,2012,2012-03-23,1,29739,3
329,Female,OLIVIA,MEZA,2006-09-01,2006,Manufacturer_2,diesel,2009,2009-09-20,3,88635,36
330,Female,VICTORIA,FLORES,2007-06-01,2007,Manufacturer_1,petrol,2010,2010-03-10,3,26550,33
331,Male,NATHAN,SULLIVAN,2013-03-01,2013,Manufacturer_2,petrol,2014,2014-12-06,1,11345,21
332,Female,MADISON,BOYLE,2012-03-01,2012,Manufacturer_3,diesel,2015,2015-04-24,3,15297,37
333,Male,JAMES,VARGAS,2015-03-01,2015,Manufacturer_3,diesel,2020,2020-07-24,5,105715,64
334,Female,MIA,BENTON,2009-09-01,2009,Manufacturer_3,petrol,2012,2012-04-14,3,19155,31
335,Male,JOSEPH,GUERRERO,2005-11-01,2005,Manufacturer_4,diesel,2012,2012-04-23,7,109459,77
336,Male,MATTHEW,KIRBY,2007-07-01,2007,Manufacturer_3,diesel,2014,2014-07-21,7,59696,84
337,Male,MATEO,OLIVER,2005-06-01,2005,Manufacturer_4,diesel,2006,2006-01-03,1,10350,7
338,Male,AIDEN,KAUR,2013-11-01,2013,Manufacturer_5,petrol,2020,2020-05-03,7,120764,78
339,Male,LUIS,WALLACE,2011-04-01,2011,Manufacturer_5,diesel,2019,2019-12-24,8,163552,104
340,Male,DANIEL,LIVINGSTON,2010-12-01,2010,Manufacturer_1,petrol,2017,2017-03-25,7,44065,75
341,Male,ADRIAN,FRYE,2017-12-01,2017,Manufacturer_5,diesel,2020,2020-12-18,3,59601,36
342,Male,MATTHEW,PONCE,2012-09-01,2012,Manufacturer_4,petrol,2018,2018-02-18,6,38454,65
343,Male,ADRIAN,WILSON,2017-02-01,2017,Manufacturer_2,diesel,2020,2020-07-24,3,33063,41
344,Male,DANIEL,JUAREZ,2011-09-01,2011,Manufacturer_5,diesel,2016,2016-10-11,5,76370,61
345,Male,ANGEL,HINTON,2016-12-01,2016,Manufacturer_3,diesel,2020,2020-08-04,4,74500,44
346,Male,CHRISTOPHER,PARKS,2018-04-01,2018,Manufacturer_5,diesel,2020,2020-03-19,2,27946,23
347,Female,VICTORIA,MOON,2008-10-01,2008,Manufacturer_3,petrol,2010,2010-09-04,2,42298,23
348,Female,JASMINE,GARZA,2009-12-01,2009,Manufacturer_2,diesel,2013,2013-11-20,4,62656,47
349,Female,ALEXA,LUCERO,2014-06-01,2014,Manufacturer_3,diesel,2015,2015-09-23,1,15623,15
350,Male,BENJAMIN,WAGNER,2009-03-01,2009,Manufacturer_3,diesel,2013,2013-11-24,4,39324,56
351,Female,SOPHIA,GLASS,2019-03-01,2019,Manufacturer_5,diesel,2020,2020-06-05,1,29351,15
352,Male,JONATHAN,ANDERSON,2017-06-01,2017,Manufacturer_5,diesel,2020,2020-04-12,3,86262,34
353,Male,OLIVER,MATA,2009-05-01,2009,Manufacturer_1,petrol,2017,2017-02-23,8,92872,93
354,Male,ADRIAN,IBARRA,2015-02-01,2015,Manufacturer_1,petrol,2020,2020-10-15,5,71515,68
355,Male,JONATHAN,GARRETT,2019-01-01,2019,Manufacturer_5,petrol,2020,2020-02-21,1,11283,13
356,Male,JAYDEN,MONTGOMERY,2009-10-01,2009,Manufacturer_2,petrol,2014,2014-08-09,5,97525,58
357,Male,ELIJAH,BURKE,2015-05-01,2015,Manufacturer_4,petrol,2016,2016-06-24,1,19779,13
358,Male,WILLIAM,HURLEY,2018-02-01,2018,Manufacturer_2,diesel,2020,2020-01-01,2,12988,23
359,Female,EMMA,MENDOZA,2007-10-01,2007,Manufacturer_5,petrol,2014,2014-04-21,7,44814,78
360,Female,ISABELLA,NASH,2014-07-01,2014,Manufacturer_4,diesel,2017,2017-08-14,3,44553,37
361,Female,EMMA,BENSON,2008-10-01,2008,Manufacturer_1,petrol,2015,2015-10-14,7,153734,84
362,Female,ZOE,MADDEN,2012-01-01,2012,Manufacturer_4,petrol,2013,2013-12-12,1,17581,23
363,Male,JOSHUA,STOUT,2014-12-01,2014,Manufacturer_4,diesel,2019,2019-05-13,5,70595,53
364,Male,JOSHUA,OLSEN,2017-03-01,2017,Manufacturer_4,diesel,2020,2020-05-02,3,84702,38
365,Male,DAVID,RICHARD,2011-01-01,2011,Manufacturer_4,petrol,2020,2020-04-25,9,256509,111
366,Female,GRACE,BENJAMIN,2017-12-01,2017,Manufacturer_3,diesel,2020,2020-02-22,3,82122,26
367,Male,DYLAN,JACOBSON,2005-12-01,2005,Manufacturer_2,petrol,2006,2006-03-20,1,27767,3
368,Male,ETHAN,HARRELL,2013-09-01,2013,Manufacturer_4,petrol,2017,2017-12-02,4,75024,51
369,Male,CHRISTIAN,HAYES,2010-09-01,2010,Manufacturer_2,diesel,2013,2013-12-24,3,46221,39
370,Male,JULIAN,MCGEE,2011-05-01,2011,Manufacturer_5,petrol,2013,2013-10-19,2,49976,29
371,Male,DYLAN,COOPER,2008-08-01,2008,Manufacturer_4,diesel,2016,2016-07-07,8,67176,95
372,Female,SOPHIA,HUANG,2018-09-01,2018,Manufacturer_3,petrol,2020,2020-08-11,2,41454,23
373,Male,LOGAN,LIN,2007-09-01,2007,Manufacturer_1,petrol,2012,2012-08-08,5,96710,59
374,Male,JOSEPH,VELEZ,2015-03-01,2015,Manufacturer_2,petrol,2019,2019-06-06,4,34344,51
375,Female,CAMILA,PARK,2014-07-01,2014,Manufacturer_3,petrol,2020,2020-06-15,6,65490,71
376,Male,ANTHONY,COX,2016-07-01,2016,Manufacturer_5,petrol,2020,2020-07-08,4,35152,48
377,Female,EMILY,MOORE,2013-03-01,2013,Manufacturer_5,diesel,2018,2018-08-20,5,88960,65
378,Female,AVERY,BOONE,2006-04-01,2006,Manufacturer_5,petrol,2008,2008-09-02,2,27660,29
379,Male,JAMES,BRADSHAW,2010-07-01,2010,Manufacturer_1,diesel,2017,2017-01-01,7,155925,78
380,Male,JULIAN,BERGER,2019-12-01,2019,Manufacturer_3,petrol,2020,2020-12-08,1,12851,12
381,Male,ISAAC,HAWKINS,2017-04-01,2017,Manufacturer_3,diesel,2020,2020-12-07,3,40608,44
382,Male,ISAAC,CHEN,2013-06-01,2013,Manufacturer_3,petrol,2019,2019-01-16,6,66240,67
383,Male,JAYDEN,STRICKLAND,2009-07-01,2009,Manufacturer_4,petrol,2011,2011-02-12,2,38340,19
384,Female,ASHLEY,ANDREWS,2017-09-01,2017,Manufacturer_1,diesel,2020,2020-06-16,3,54372,33
385,Male,ETHAN,BRADFORD,2015-02-01,2015,Manufacturer_2,diesel,2020,2020-10-04,5,113815,68
386,Male,DANIEL,CONRAD,2006-04-01,2006,Manufacturer_4,diesel,2015,2015-02-20,9,229032,106
387,Female,NATALIE,EVANS,2011-11-01,2011,Manufacturer_3,petrol,2012,2012-04-17,1,21492,5
388,Female,CAMILA,NOLAN,2011-01-01,2011,Manufacturer_3,petrol,2016,2016-05-14,5,56555,64
389,Female,EVELYN,CASE,2016-07-01,2016,Manufacturer_5,diesel,2018,2018-05-20,2,21528,22
390,Male,JULIAN,REILLY,2016-01-01,2016,Manufacturer_5,diesel,2020,2020-07-14,4,29252,54
391,Male,AIDEN,PARRISH,2013-07-01,2013,Manufacturer_3,petrol,2015,2015-10-21,2,42836,27
392,Female,PENELOPE,FAULKNER,2006-04-01,2006,Manufacturer_3,petrol,2011,2011-05-22,5,114800,61
393,Male,JOSEPH,SANTOS,2008-09-01,2008,Manufacturer_4,diesel,2016,2016-03-13,8,216712,90
394,Female,LUNA,SINGLETON,2019-07-01,2019,Manufacturer_2,petrol,2020,2020-12-14,1,26477,17
395,Female,EMILY,TODD,2017-08-01,2017,Manufacturer_3,petrol,2020,2020-05-05,3,36252,33
396,Female,CAMILA,ACEVEDO,2008-12-01,2008,Manufacturer_3,diesel,2010,2010-12-01,2,36952,24
397,Male,JACOB,SHELTON,2005-09-01,2005,Manufacturer_2,diesel,2006,2006-04-22,1,27779,7
398,Male,ANDREW,HUBER,2008-11-01,2008,Manufacturer_4,petrol,2016,2016-03-23,8,50992,88
399,Female,ABIGAIL,SANDOVAL,2018-04-01,2018,Manufacturer_3,diesel,2020,2020-01-10,2,34654,21
400,Female,KIMBERLY,VILLALOBOS,2007-08-01,2007,Manufacturer_5,petrol,2009,2009-05-23,2,14490,21
401,Female,ELIZABETH,ROSAS,2018-01-01,2018,Manufacturer_5,petrol,2020,2020-06-19,2,53710,29
402,Female,EMMA,CRAIG,2019-03-01,2019,Manufacturer_3,petrol,2020,2020-12-23,1,7709,21
403,Female,ISABELLA,CHAN,2016-05-01,2016,Manufacturer_5,diesel,2019,2019-03-05,3,42729,34
404,Male,JONATHAN,CURRY,2006-10-01,2006,Manufacturer_2,petrol,2010,2010-06-10,4,30068,44
405,Female,MADISON,HUMPHREY,2009-03-01,2009,Manufacturer_3,petrol,2012,2012-12-18,3,38808,45
406,Female,MIA,SIMS,2010-02-01,2010,Manufacturer_5,diesel,2018,2018-01-10,8,113104,95
407,Female,ZOE,RASMUSSEN,2013-11-01,2013,Manufacturer_1,petrol,2016,2016-01-11,3,46527,26
408,Female,ANGELINA,COLE,2016-05-01,2016,Manufacturer_3,petrol,2019,2019-10-18,3,86400,41
409,Female,VALERIA,ROSS,2017-09-01,2017,Manufacturer_5,petrol,2020,2020-11-02,3,22677,38
410,Male,LIAM,KHAN,2012-01-01,2012,Manufacturer_3,diesel,2013,2013-10-11,1,18229,21
411,Female,EMILY,BENJAMIN,2016-04-01,2016,Manufacturer_5,petrol,2017,2017-04-07,1,15420,12
412,Female,CAMILA,DANIELS,2005-06-01,2005,Manufacturer_3,diesel,2010,2010-06-12,5,100395,60
413,Female,ISABELLA,SHEPARD,2015-10-01,2015,Manufacturer_2,petrol,2020,2020-01-21,5,133695,51
414,Female,EMILY,DILLON,2015-03-01,2015,Manufacturer_1,diesel,2018,2018-11-11,3,52206,44
415,Female,AVA,PORTILLO,2014-08-01,2014,Manufacturer_1,diesel,2020,2020-10-12,6,103920,74
416,Male,MASON,RICHMOND,2017-05-01,2017,Manufacturer_1,diesel,2018,2018-04-12,1,15053,11
417,Male,ANDREW,WALL,2012-04-01,2012,Manufacturer_4,petrol,2020,2020-11-14,8,123840,103
418,Male,DANIEL,COHEN,2017-04-01,2017,Manufacturer_1,petrol,2020,2020-05-01,3,19248,37
419,Female,SCARLETT,ARMSTRONG,2006-11-01,2006,Manufacturer_4,petrol,2009,2009-03-17,3,79467,28
420,Male,DAVID,WALTER,2007-01-01,2007,Manufacturer_2,diesel,2009,2009-06-10,2,48568,29
421,Female,EVELYN,ROBBINS,2013-04-01,2013,Manufacturer_4,diesel,2019,2019-07-24,6,124050,75
422,Female,ASHLEY,STEVENS,2007-03-01,2007,Manufacturer_4,diesel,2014,2014-12-18,7,208474,93
423,Female,ELIZABETH,CONLEY,2013-08-01,2013,Manufacturer_4,diesel,2014,2014-07-12,1,12142,11
424,Male,ANGEL,COLON,2013-04-01,2013,Manufacturer_4,petrol,2018,2018-11-16,5,108130,67
425,Female,CHARLOTTE,SPEARS,2016-01-01,2016,Manufacturer_2,petrol,2018,2018-11-17,2,23320,34
426,Female,CAMILA,COBB,2008-11-01,2008,Manufacturer_1,petrol,2017,2017-11-01,9,80217,108
427,Male,ANDREW,CAREY,2019-06-01,2019,Manufacturer_2,petrol,2020,2020-12-08,1,20482,18
428,Female,ABIGAIL,HORNE,2012-08-01,2012,Manufacturer_4,diesel,2014,2014-02-20,2,29954,18
429,Female,EMMA,CHANDLER,2013-12-01,2013,Manufacturer_2,diesel,2020,2020-01-02,7,84770,73
430,Female,MIA,RAMIREZ,2010-08-01,2010,Manufacturer_2,petrol,2016,2016-09-12,6,110382,73
431,Female,ZOE,SANDOVAL,2019-04-01,2019,Manufacturer_1,diesel,2020,2020-12-23,1,26180,20
432,Female,SOPHIA,MUNOZ,2015-04-01,2015,Manufacturer_4,diesel,2018,2018-10-25,3,21669,42
433,Male,LUIS,MARKS,2012-04-01,2012,Manufacturer_5,diesel,2017,2017-02-22,5,63730,58
434,Female,SOPHIA,WANG,2006-12-01,2006,Manufacturer_2,petrol,2007,2007-04-02,1,18037,4
435,Female,ISABELLA,HICKS,2009-07-01,2009,Manufacturer_1,petrol,2014,2014-03-10,5,115035,56
436,Male,ANDREW,WALSH,2016-11-01,2016,Manufacturer_5,diesel,2020,2020-05-20,4,105032,42
437,Male,KEVIN,MAHONEY,2005-12-01,2005,Manufacturer_3,diesel,2011,2011-12-18,6,89760,72
438,Female,MIA,ALFARO,2012-01-01,2012,Manufacturer_2,diesel,2020,2020-09-18,8,126840,104
439,Female,CHARLOTTE,STARK,2011-10-01,2011,Manufacturer_5,diesel,2018,2018-04-19,7,42798,78
440,Female,SCARLETT,BONILLA,2018-06-01,2018,Manufacturer_1,petrol,2020,2020-03-12,2,45452,21
441,Male,AIDEN,PHELPS,2007-03-01,2007,Manufacturer_1,petrol,2009,2009-04-20,2,33186,25
442,Female,ASHLEY,BRADY,2008-07-01,2008,Manufacturer_1,diesel,2015,2015-02-24,7,156695,79
443,Male,NATHAN,BASS,2008-06-01,2008,Manufacturer_3,diesel,2017,2017-09-15,9,145980,111
444,Female,SAMANTHA,LANE,2017-03-01,2017,Manufacturer_2,petrol,2020,2020-02-17,3,44274,35
445,Female,SOFIA,DAUGHERTY,2018-04-01,2018,Manufacturer_2,petrol,2020,2020-04-04,2,12392,24
446,Female,CHLOE,MORROW,2006-04-01,2006,Manufacturer_2,petrol,2007,2007-09-20,1,27656,17
447,Female,SARAH,BLAIR,2005-11-01,2005,Manufacturer_4,petrol,2007,2007-04-02,2,48416,17
448,Female,EMILY,NELSON,2011-06-01,2011,Manufacturer_5,diesel,2017,2017-10-24,6,167514,76
449,Female,ASHLEY,SALINAS,2019-08-01,2019,Manufacturer_5,diesel,2020,2020-03-13,1,14385,7
450,Female,CHLOE,GUTIERREZ,2010-08-01,2010,Manufacturer_5,diesel,2014,2014-12-04,4,45524,52
451,Male,DAVID,BLAKE,2015-07-01,2015,Manufacturer_5,diesel,2020,2020-02-04,5,80710,55
452,Male,ALEXANDER,CONNER,2014-02-01,2014,Manufacturer_4,petrol,2020,2020-02-12,6,136200,72
453,Female,ELIZABETH,CAREY,2007-03-01,2007,Manufacturer_5,diesel,2013,2013-09-15,6,75726,78
454,Male,JACOB,CALDWELL,2007-01-01,2007,Manufacturer_1,diesel,2010,2010-04-21,3,67671,39
455,Male,LUIS,AGUILAR,2013-07-01,2013,Manufacturer_2,diesel,2020,2020-01-16,7,150619,78
456,Female,GENESIS,WALKER,2012-02-01,2012,Manufacturer_2,diesel,2015,2015-03-15,3,29391,37
457,Male,DIEGO,OCHOA,2016-02-01,2016,Manufacturer_4,petrol,2020,2020-07-16,4,43984,53
458,Female,MADISON,PATTON,2006-03-01,2006,Manufacturer_4,diesel,2011,2011-11-20,5,136685,68
459,Male,ALEXANDER,NIXON,2015-01-01,2015,Manufacturer_5,diesel,2020,2020-03-21,5,74525,62
460,Female,ALYSSA,MCLEAN,2011-09-01,2011,Manufacturer_5,petrol,2016,2016-10-18,5,137520,61
461,Male,JONATHAN,DAVID,2013-09-01,2013,Manufacturer_3,petrol,2020,2020-07-12,7,77504,82
462,Female,AUDREY,ROMAN,2019-04-01,2019,Manufacturer_1,petrol,2020,2020-02-21,1,6718,10
463,Female,MADISON,ROACH,2014-05-01,2014,Manufacturer_2,petrol,2016,2016-04-11,2,17292,23
464,Female,ELIZABETH,JEFFERSON,2011-01-01,2011,Manufacturer_4,petrol,2012,2012-11-11,1,8519,22
465,Male,JULIAN,WILKERSON,2019-06-01,2019,Manufacturer_1,petrol,2020,2020-10-11,1,8939,16
466,Female,ISABELLA,ROWE,2016-01-01,2016,Manufacturer_1,petrol,2020,2020-07-16,4,33956,54
467,Female,AVA,STEPHENS,2016-08-01,2016,Manufacturer_5,diesel,2017,2017-09-14,1,9256,13
468,Male,ISAAC,BRIDGES,2017-09-01,2017,Manufacturer_4,petrol,2020,2020-12-10,3,84132,39
469,Male,JOSE,WELCH,2019-05-01,2019,Manufacturer_2,diesel,2020,2020-11-13,1,26978,18
470,Male,LIAM,GARRISON,2007-03-01,2007,Manufacturer_5,petrol,2013,2013-01-06,6,47178,70
471,Female,AVA,CANTRELL,2019-03-01,2019,Manufacturer_1,diesel,2020,2020-06-10,1,5928,15
472,Female,MADISON,FISCHER,2007-12-01,2007,Manufacturer_2,diesel,2008,2008-04-15,1,7283,4
473,Male,BENJAMIN,WALTER,2017-09-01,2017,Manufacturer_5,diesel,2020,2020-01-15,3,62010,28
474,Male,JOSEPH,MORAN,2005-09-01,2005,Manufacturer_3,petrol,2008,2008-01-25,3,73398,28
475,Male,ISAAC,SANTIAGO,2009-04-01,2009,Manufacturer_4,diesel,2018,2018-04-25,9,122238,108
476,Female,MIA,CURRY,2014-08-01,2014,Manufacturer_4,petrol,2020,2020-12-09,6,172302,76
477,Male,BRANDON,SOLOMON,2008-08-01,2008,Manufacturer_1,petrol,2011,2011-12-02,3,35847,40
478,Male,MATTHEW,CASTRO,2016-11-01,2016,Manufacturer_5,diesel,2017,2017-04-18,1,18969,5
479,Female,PENELOPE,BURTON,2015-04-01,2015,Manufacturer_1,petrol,2019,2019-08-11,4,37840,52
480,Female,ALYSSA,PAUL,2017-10-01,2017,Manufacturer_2,diesel,2020,2020-08-14,3,50400,34
481,Male,ELIJAH,PERSON,2017-08-01,2017,Manufacturer_2,diesel,2020,2020-12-12,3,64371,40
482,Female,VICTORIA,MONTOYA,2005-06-01,2005,Manufacturer_1,diesel,2009,2009-08-22,4,59964,50
483,Female,MIA,COLE,2008-04-01,2008,Manufacturer_1,diesel,2011,2011-09-21,3,18621,41
